dutyAddr,dutyEmcls,dutyEmclsName,dutyName,dutyTel1,dutyTel3,hpid,phpid,rnum,wgs84Lat,wgs84Lon
"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",G006,지역응급의료센터,의료법인서울효천의료재단에이치플러스양지병원,02-1877-8875,070-4665-9119,A1100041,A1100041,318,37.48427507,126.9325392
경상북도 예천군 예천읍 시장로 136,G007,지역응급의료기관,의료법인서준의료재단예천권병원,054-654-6611,054-650-2119,A2700023,A2700023,319,36.65741645,128.4589049
충청남도 서천군 서천읍 서천로 184,G007,지역응급의료기관,의료법인서해병원,041-951-8282,041-950-0219,A2400044,A2400044,320,36.08449429,126.6875811
"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",G007,지역응급의료기관,의료법인석경의료재단센트럴병원,031-8041-3000,031-8041-3019,A2100027,A2100027,321,37.33640947,126.72768862827666
경상남도 창원시 마산합포구 3·15대로 238 (중앙동3가),G009,응급실운영신고기관,의료법인석영의료재단창원제일종합병원,055-223-9000,055-249-7777,A2800018,A2800018,322,35.19903607,128.5677292
전북특별자치도 고창군 고창읍 화신1길 9,G007,지역응급의료기관,의료법인석천재단고창병원,063-560-5600,063-560-5558,A2500009,A2500009,323,35.43645131,126.6933181
"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",G007,지역응급의료기관,의료법인성광의료재단일산차병원,031-782-8300,031-782-8587,A2116972,A2116972,324,37.65413326,126.7757431
강원특별자치도 양구군 양구읍 중심로 160,G007,지역응급의료기관,의료법인성심의료재단양구성심병원,033-480-8803,033-480-8816,A2200037,A2200037,325,38.10477889,127.9911973
강원특별자치도 원주시 원일로 22 (인동),G007,지역응급의료기관,의료법인성지의료재단성지병원,033-760-3101,033-760-3119,A2200024,A2200024,326,37.34529898,127.9540092
"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",G009,응급실운영신고기관,의료법인성화의료재단대한병원,02-903-3232,02-905-9110,A1100030,A1100030,327,37.63547043,127.0226725
부산광역시 사상구 새벽로 226 (괘법동),G009,응급실운영신고기관,의료법인센텀의료재단 서부산센텀병원,051-329-3000,051-329-3119,A1200101,A1200101,328,35.16119493,128.9845476
충청북도 청주시 흥덕구 사직대로 26 (복대동),G009,응급실운영신고기관,의료법인송암의료재단마이크로병원,043-265-0071,070-7038-2717,A2300039,A2300039,329,36.6340215,127.4500945
울산광역시 북구 산업로 1007 (연암동),G006,지역응급의료센터,의료법인송은의료재단울산시티병원,052-280-9000,052-280-9119,A1700025,A1700025,330,35.5828537,129.35905740278505
경상남도 김해시 활천로 33 (삼정동),G006,지역응급의료센터,의료법인숭인의료재단 김해복음병원,055-330-8888,055-330-8844,A2800006,A2800006,331,35.23048978,128.8935458
경상남도 사천시 남일로 33 (동금동),G007,지역응급의료기관,의료법인승연의료재단 삼천포서울병원,055-835-9900,055-830-9019,A2800068,A2800068,332,34.93302179,128.0801202
전라남도 신안군 비금면 송치길 155-11,G007,지역응급의료기관,의료법인신안대우병원,061-262-3301,061-262-3309,A2600051,A2600051,333,34.7222631,125.9325657
경상남도 김해시 김해대로 2335 (부원동),G009,응급실운영신고기관,의료법인신의료재단김해삼승병원,055-310-7700,055-310-7777,A2800146,A2800146,334,35.22673057,128.8821902
경상북도 안동시 앙실로 11 (수상동),G001,권역응급의료센터,의료법인안동병원,054-840-1004,054-840-0119,A2700014,A2700014,335,36.54691448,128.7009702
경기도 평택시 평택로 284 (세교동),G006,지역응급의료센터,의료법인양진의료재단평택성모병원,1800-8800,070-5012-0119,A2113246,A2113246,336,37.00880991,127.07371568769603
울산광역시 중구 학성로 184 (학성동),G009,응급실운영신고기관,의료법인에스엠씨의료재단울산세민병원,052-290-0114,052-290-0119,A1700036,A1700036,337,35.55658416,129.3309688
"전북특별자치도 전주시 완산구 한두평3길 13 (중화산동2가, 전주병원)",G006,지역응급의료센터,의료법인영경의료재단전주병원,063-220-7200,063-226-6119,A2500005,A2500005,338,35.8150266,127.1247992
전북특별자치도 전주시 덕진구 동부대로 895 (호성동1가),G007,지역응급의료기관,의료법인영경의료재단호성전주병원,063-240-8800,063-240-8862,A2501890,A2501890,339,35.86552842,127.1479029
경기도 의정부시 금신로 322 (신곡동),G007,지역응급의료기관,의료법인영동의료재단의정부백병원,031-856-8111,031-842-1211,A2100034,A2100034,340,37.74536736,127.0620671
"충청남도 천안시 서북구 다가말3길 8, 충무병원 (쌍용동)",G006,지역응급의료센터,의료법인영서의료재단천안충무병원,041-570-7555,041-570-7519,A2400012,A2400012,341,36.79739688,127.1315782
전라남도 고흥군 고흥읍 고흥로 1935,G007,지역응급의료기관,의료법인영성의료재단고흥종합병원,061-832-1911,061-830-3118,A2600018,A2600018,342,34.62039308,127.2937137
경상북도 고령군 대가야읍 중앙로 33 (영생병원),G007,지역응급의료기관,의료법인영암의료재단고령영생병원,054-955-2661,070-4700-0728,A2700070,A2700070,343,35.72995532,128.2720114
경상북도 의성군 안계면 용기4길 36,G007,지역응급의료기관,의료법인영제의료재단영남제일병원,054-861-9111,054-861-9111,A2700063,A2700063,344,36.38925517,128.4342949
"대전광역시 중구 목중로 29 (목동, 선병원)",G006,지역응급의료센터,의료법인영훈의료재단대전선병원,042-220-8000,042-220-8129,A1600008,A1600008,345,36.33596211,127.4101106
대전광역시 유성구 북유성대로 93 (지족동),G006,지역응급의료센터,의료법인영훈의료재단유성선병원,042-609-1000,042-609-1119,A1600007,A1600007,346,36.37535497,127.3249136
충청남도 예산군 예산읍 금오대로 94,G007,지역응급의료기관,의료법인예당의료재단예산종합병원,041-330-4000,041-330-4119,A2400004,A2400004,347,36.69111404,126.838104
전북특별자치도 군산시 조촌로 149 (조촌동),G006,지역응급의료센터,의료법인오성의료재단동군산병원,063-440-0570,063-440-0516,A2500012,A2500012,348,35.97740074,126.7371923
경상북도 칠곡군 왜관읍 군청2길 10,G009,응급실운영신고기관,의료법인왜관병원,054-971-1002,054-971-1004,A2700066,A2700066,349,35.996063888888891,128.401522222222212
"경기도 김포시 감암로 11, 김포우리병원 (걸포동)",G006,지역응급의료센터,의료법인우리의료재단김포우리병원,031-999-1000,031-999-1119,A2100053,A2100053,350,37.63253014,126.7105272
전라남도 장흥군 장흥읍 흥성로 74,G007,지역응급의료기관,의료법인우범의료재단장흥종합병원,061-862-8300,061-860-1119,A2600021,A2600021,351,34.67726072,126.9109361
경기도 화성시 화산북로 21 (송산동),G007,지역응급의료기관,의료법인원광의료재단원광종합병원,031-8077-7200,031-8077-7219,A2115699,A2115699,352,37.21006213,127.0080346
"부산광역시 사상구 가야대로 326, 좋은삼선병원 (주례동)",G006,지역응급의료센터,의료법인은성의료재단좋은삼선병원,051-322-0900,051-310-9119,A1200005,A1200005,353,35.15056774,129.0081979
울산광역시 남구 북부순환도로 51 (무거동),G007,지역응급의료기관,의료법인은성의료재단좋은삼정병원,052-220-7500,052-220-7600,A1700011,A1700011,354,35.55282642,129.2689979
경상북도 포항시 북구 대신로 43 (대신동),G007,지역응급의료기관,의료법인은성의료재단좋은선린병원,054-245-5000,054-245-5200,A2702563,A2702563,355,36.04808906,129.3670434
경기도 화성시 향남읍 발안로 5,G007,지역응급의료기관,의료법인은혜와감사의료재단화성중앙종합병원,031-352-8114,031-371-7998,A2100018,A2100018,356,37.13118967,126.9103656
"경기도 김포시 김포한강3로 283, 뉴고려병원 (장기동)",G006,지역응급의료센터,의료법인인봉의료재단뉴고려병원,031-998-8129,031-980-9119,A2100006,A2100006,357,37.64095508,126.6602276
서울특별시 영등포구 당산로31길 10 (당산동3가),G009,응급실운영신고기관,의료법인인봉의료재단영등포병원,02-2635-2809,02-2632-0013,A1100255,A1100255,358,37.52685809,126.895614
인천광역시 계양구 장제로 722 (작전동),G006,지역응급의료센터,의료법인인성의료재단한림병원,032-540-9114,032-540-9119,A1400014,A1400014,359,37.53218449,126.734355
"전라남도 함평군 함평읍 영수길 132, 함평성심병원",G009,응급실운영신고기관,의료법인인성의료재단함평성심병원,061-324-0001,061-324-0072,A2600090,A2600090,360,35.06188611,126.519805555555550
충청북도 청주시 상당구 단재로 106 (영운동),G006,지역응급의료센터,의료법인인화재단한국병원,043-222-7000,043-222-6177,A2300007,A2300007,361,36.61950589,127.4965949
"경기도 고양시 일산동구 고양대로 760, 가동 (중산동, 일산복음병원)",G009,응급실운영신고기관,의료법인일산복음병원,031-977-5000,031-929-0330,A2100283,A2100283,362,37.68205457,126.7801254
경기도 포천시 소흘읍 호국로 661,G007,지역응급의료기관,의료법인일심의료재단포천우리병원,031-542-0222,031-541-8282,A2100036,A2100036,363,37.82749591,127.1481437
충청북도 제천시 숭문로 57 (서부동),G006,지역응급의료센터,의료법인자산의료재단제천서울병원,043-642-7606,043-643-2327,A2300005,A2300005,364,37.13857101,128.2061393
"경기도 고양시 덕양구 중앙로 555, /중앙로557번길 14, 지하1(일부),1-6층 (행신동)",G007,지역응급의료기관,의료법인자인의료재단(더자인병원),031-930-3114,031-930-3119,A2100290,A2100290,365,37.62297865,126.8356824
전라남도 고흥군 도양읍 차경구렁목길 215,G007,지역응급의료기관,의료법인장호의료재단녹동현대병원,061-840-1200,061-840-1119,A2600068,A2600068,366,34.54619391,127.1456978
충청북도 보은군 보은읍 보은로 102,G007,지역응급의료기관,의료법인정민의료재단보은한양병원,043-544-1500,070-7575-2853,A2300017,A2300017,367,36.48327156,127.7182104
충청북도 청주시 상당구 쇠내로 16 (금천동),G006,지역응급의료센터,의료법인정산의료재단효성병원,043-221-5000,043-221-2192,A2300003,A2300003,368,36.62455637,127.4955852
"울산광역시 남구 문수로 472, 중앙병원 (신정동)",G006,지역응급의료센터,의료법인정안의료재단중앙병원,052-226-1100,052-226-1119,A1700028,A1700028,369,35.53208762,129.3048401
"부산광역시 동구 중앙대로 401 (좌천동, 봉생병원)",G007,지역응급의료기관,의료법인정화의료재단 봉생기념병원,051-664-4000,051-664-4119,A1200017,A1200017,370,35.13085784,129.0505709
충청북도 영동군 영동읍 대학로 106,G007,지역응급의료기관,의료법인조윤의료재단영동병원,043-740-9000,043-740-9333,A2300030,A2300030,371,36.18523284,127.7808326
"제주특별자치도 제주시 월랑로 91-0 (이호이동,중앙병원)",G006,지역응급의료센터,의료법인중앙의료재단중앙병원,064-786-7000,064-786-7777,A2900006,A2900006,372,33.49234615,126.47058708143306
서울특별시 은평구 통일로 873 (갈현동),G007,지역응급의료기관,의료법인청구성심병원,02-350-3300,02-383-0129,A1100023,A1100023,373,37.62079154,126.919554
경상남도 창원시 마산회원구 내서읍 광려천서로 67 (청아병원),G007,지역응급의료기관,의료법인청아의료재단청아병원,055-230-1500,055-230-1700,A2800009,A2800009,374,35.24798366,128.5097173
경기도 평택시 오좌동길 17-16 (독곡동),G009,응급실운영신고기관,의료법인청파의료재단송탄중앙병원,031-612-7000,031-612-7000,A2100301,A2100301,375,37.08854084,127.0641653
"경기도 안산시 상록구 예술광장로 69, 사랑의병원(593-4번지/593-5번지) (성포동)",G007,지역응급의료기관,의료법인칠석의료재단사랑의병원,031-439-3000,031-502-0119,A2100124,A2100124,376,37.3270204,126.8448635
충청북도 음성군 금왕읍 음성로1230번길 10,G009,응급실운영신고기관,의료법인태성의료재단제일조은병원,043-883-8800,043-883-8800,A2300015,A2300015,377,36.99760379,127.5985345
경기도 수원시 팔달구 경수대로 437 (인계동),G007,지역응급의료기관,의료법인토마스의료재단윌스기념병원,031-223-2233,031-240-6119,A2100175,A2100175,378,37.26502978,127.0254584
"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",G007,지역응급의료기관,의료법인풍산의료재단동부제일병원,02-437-5011,02-490-8880,A1100075,A1100075,379,37.60067565,127.1090292
"경기도 안산시 단원구 원포공원1로 20, 동의성단원병원 (초지동)",G007,지역응급의료기관,의료법인플러스의료재단단원병원,031-8040-6600,031-8040-5911,A2100021,A2100021,380,37.30021882,126.8135702
전라남도 순천시 우명길 42 (연향동),G007,지역응급의료기관,의료법인한국의료재단한국병원,061-740-5000,061-740-5119,A2600005,A2600005,381,34.94774146,127.5123584
"전라남도 여수시 쌍봉로 70 (학동, (학동))",G007,지역응급의료기관,의료법인한마음의료재단여수제일병원,061-689-8123,061-689-8119,A2600027,A2600027,382,34.76616667,127.6635583
충청북도 청주시 흥덕구 2순환로 1262 (가경동),G006,지역응급의료센터,의료법인한마음의료재단하나병원,043-230-6114,043-230-6594,A2300002,A2300002,383,36.62347405,127.4308186
"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",G006,지역응급의료센터,의료법인한전의료재단한일병원,02-901-3114,02-901-3119,A1100020,A1100020,384,37.6461157,127.0290242
"경상남도 창원시 마산합포구 3·15대로 76 (월남동2가, 합포의료재단)",G006,지역응급의료센터,의료법인합포의료재단에스엠지연세병원,055-243-0100,055-240-7777,A2800017,A2800017,385,35.1863533,128.5616316
전남 목포시 고하대로 795-2   (연산동),G007,지역응급의료기관,의료법인해민의료재단 세안종합병원,061-260-6700,061-260-6666,A2600007,A2600007,386,34.8170301,126.38033941552498
전라남도 장성군 장성읍 역전로 171,G007,지역응급의료기관,의료법인행복나눔의료재단장성병원,061-390-9000,061-390-9119,A2600035,A2600035,387,35.30587166,126.7836196
전라남도 해남군 해남읍 해남로 45,G007,지역응급의료기관,의료법인행촌의료재단 해남종합병원,061-536-4116,061-530-0119,A2600009,A2600009,388,34.57154722,126.61268333333333
전라남도 광양시 진등길 93 (마동),G007,지역응급의료기관,의료법인현경의료재단광양서울병원,061-798-9800,061-798-9819,A2600024,A2600024,389,34.95791201,127.6905571
경상남도 김해시 김해대로 1814-37 (삼계동),G007,지역응급의료기관,의료법인환명의료재단 조은금강병원,055-330-0300,055-330-0200,A2800010,A2800010,390,35.26230384,128.8615782
충청북도 옥천군 옥천읍 성왕로 1195,G007,지역응급의료기관,의료법인힐링의료재단옥천성모병원,043-730-7000,043-730-7119,A2300011,A2300011,391,36.31334584,127.5719774
강원특별자치도 강릉시 옥가로 30 (옥천동),G009,응급실운영신고기관,의산의료재단강릉고려병원,033-642-1988,033-647-7582,A2200010,A2200010,392,37.75910092,128.8998247
서울특별시 양천구 안양천로 1071 (목동),G001,권역응급의료센터,이화여자대학교의과대학부속목동병원,02-2650-5114,02-2650-5911,A1100005,A1100005,393,37.53654283,126.886216
"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",G006,지역응급의료센터,이화여자대학교의과대학부속서울병원,1522-7000,02-6986-5119,A1120796,A1120796,394,37.55726115,126.8362659
"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)",G009,응급실운영신고기관,인산의료재단메트로병원,031-467-9000,031-467-9999,A2100010,A2100010,395,37.37859798,126.9352999
강원특별자치도 춘천시 금강로 39 (낙원동),G009,응급실운영신고기관,인성병원,033-253-3030,033-259-8119,A2200033,A2200033,396,37.88124367,127.7268804
부산광역시 해운대구 해운대로 875 (좌동),G001,권역응급의료센터,인제대학교 해운대백병원,051-797-0100,051-797-0135,A1200022,A1200022,397,35.17334314,129.1821812
"부산광역시 부산진구 복지로 75, 진사로83번길 81, 1층(일부), 3층 (개금동)",G006,지역응급의료센터,인제대학교부산백병원,051-890-6114,051-890-5995,A1200001,A1200001,398,35.14645447,129.02057150748322
"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",G006,지역응급의료센터,인제대학교상계백병원,02-950-1114,02-950-1119,A1100016,A1100016,399,37.64858127,127.06311619032102
경기도 고양시 일산서구 주화로 170 (대화동),G006,지역응급의료센터,인제대학교일산백병원,031-910-7114,031-910-7114,A2100038,A2100038,400,37.67436544,126.7503139
"인천광역시 동구 방축로 217 (송림동, 인천광역시 의료원)",G007,지역응급의료기관,인천광역시의료원,032-580-6000,032-580-6119,A1400017,A1400017,401,37.47884441,126.6686105
"인천광역시 옹진군 백령면 백령로 233, 인천광역시의료원 백령병원",G007,지역응급의료기관,인천광역시의료원백령병원,032-836-1731,032-836-1732,A1400037,A1400037,402,37.96801575,124.7211131
인천광역시 중구 답동로30번길 10 (율목동),G007,지역응급의료기관,인천기독병원,032-270-8000,032-270-8300,A1400009,A1400009,403,37.47122874,126.632081
인천광역시 계양구 계양대로 123(작전동),G009,응급실운영신고기관,인천더드림병원,032-282-7575,032-282-7575,A1403121,A1403121,404,37.53499881,126.7222537
인천광역시 미추홀구 미추홀대로 726 (주안동),G006,지역응급의료센터,인천사랑병원,032-457-2000,032-457-2119,A1400016,A1400016,405,37.4620682,126.6803451
"인천광역시 계양구 계양문화로 20-  (작전동, (작전동))",G006,지역응급의료센터,인천세종병원,032-240-8000,032-240-8119,A1403372,A1403372,406,37.53253828,126.7368531
"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)",G007,지역응급의료기관,인천적십자병원,032-899-4000,032-899-4118,A1400018,A1400018,407,37.41856693,126.6875335
"인천광역시 남동구 논현로 72, 인천힘찬종합병원 (논현동)",G007,지역응급의료기관,인천힘찬종합병원,032-1899-2220,032-459-3168,A1403871,A1403871,408,37.40106232,126.7146868
"인천광역시 중구 인항로 27-0 (신흥동3가,인하대학병원)",G001,권역응급의료센터,인하대학교의과대학부속병원,032-890-2114,032-890-2301,A1400002,A1400002,409,37.4584235,126.6318683
전북특별자치도 임실군 임실읍 호국로 1680,G007,지역응급의료기관,임실군보건의료원,063-640-3102,063-640-3119,E2500022,E2500022,410,35.61249558,127.2869758
전북특별자치도 장수군 장수읍 장천로 247,G007,지역응급의료기관,장수군보건의료원,063-351-8000,063-350-2119,E2500020,E2500020,411,35.6546649,127.5201429
전라남도 장흥군 장흥읍 흥성로 83,G007,지역응급의료기관,장흥우리병원,061-862-6262,061-860-0119,A2600037,A2600037,412,34.67838231,126.9110991
부산광역시 북구 화명대로 1 (화명동),G009,응급실운영신고기관,재단법인 베스티안재단 베스티안부산병원,051-332-7575,051-332-7573,A1200110,A1200110,413,35.23558674,129.0086267
전북특별자치도 정읍시 충정로 606-22 (용계동),G006,지역응급의료센터,재단법인 아산사회복지재단 정읍아산병원,063-530-6000,063-530-6129,A2500008,A2500008,414,35.58899495,126.8234601
충청북도 청주시 흥덕구 오송읍 오송생명1로 191-0,G009,응급실운영신고기관,재단법인베스티안재단베스티안병원,043-910-7575,043-904-8925,A2302011,A2302011,415,36.6364279,127.3216412
서울특별시 성동구 왕십리로 382 (하왕십리동),G009,응급실운영신고기관,재단법인베스티안재단베스티안서울병원,02-3452-7575,02-6211-7965,A1122381,A1122381,416,37.56511028,127.0280198
충청남도 보령시 죽성로 136 (죽정동),G006,지역응급의료센터,재단법인아산사회복지재단보령아산병원,041-930-5114,041-930-5333,A2400011,A2400011,417,36.38113998,126.6228285
"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",G006,지역응급의료센터,재단법인아산사회복지재단서울아산병원,02-3010-3114,02-3010-3333,A1100009,A1100009,418,37.52656397,127.1082383
"전북특별자치도 전주시 완산구 서원로 365 (중화산동1가, 예수병원)",G006,지역응급의료센터,재단법인예수병원유지재단예수병원,063-230-8114,063-230-8280,A2500006,A2500006,419,35.81440117,127.1332519
부산광역시 동구 정공단로 27 (좌천동),G009,응급실운영신고기관,재단법인일신기독교선교회 일신기독병원,051-630-0300,051-630-0415,A1200027,A1200027,420,35.13550455,129.054597
부산광역시 중구 중구로 121 (대청동4가),G007,지역응급의료기관,재단법인천주교부산교구유지재단 메리놀병원,051-465-8801,051-461-2300,A1200023,A1200023,421,35.10758097,129.0324638
광주광역시 동구 제봉로 42 (학동),G001,권역응급의료센터,전남대학교병원,18990000,062-220-6801,A1500002,A1500002,422,35.14185254,126.9215869
전라남도 강진군 강진읍 탐진로 5,G007,지역응급의료기관,전라남도강진의료원,061-433-2167,061-430-1109,A2600050,A2600050,423,34.63681861,126.7578995
전라남도 순천시 서문성터길 2 (매곡동),G007,지역응급의료기관,전라남도순천의료원,061-759-9114,061-759-9119,A2600056,A2600056,424,34.95798909,127.4830361
전북특별자치도 전주시 덕진구 건지로 20 (금암동),G001,권역응급의료센터,전북대학교병원,063-250-1114,063-250-1131,A2500002,A2500002,425,35.84697279,127.1393674
"전북특별자치도 군산시 의료원로 27 (지곡동,(지곡동, 군산의료원))",G006,지역응급의료센터,전북특별자치도군산의료원,063-472-5000,063-472-5130,A2500007,A2500007,426,35.95497073,126.7118994
전북특별자치도 남원시 충정로 365 (고죽동),G006,지역응급의료센터,전북특별자치도남원의료원,063-620-1114,063-620-1119,A2500004,A2500004,427,35.43189946,127.407191
전북특별자치도 전주시 덕진구 안덕원로 367 (산정동),G009,응급실운영신고기관,전주고려병원,063-240-7300,063-240-7330,A2500003,A2500003,428,35.83983948,127.1671326
경상남도 진주시 진주대로 885 (강남동),G006,지역응급의료센터,제일병원,055-750-7123,055-750-7119,A2800003,A2800003,429,35.17939975,128.0899465
"제주특별자치도 제주시 아란13길 15-  (아라일동,제주대학교병원 (아라일동))",G006,지역응급의료센터,제주대학교병원,064-717-1114,064-717-1903,A2900007,A2900007,430,33.46727331,126.5452573
제주특별자치도 서귀포시 장수로 47 (동홍동),G006,지역응급의료센터,제주특별자치도 서귀포의료원,064-730-3000,064-730-3001,A2900002,A2900002,431,33.25535494,126.5642013
"제주특별자치도 제주시 도령로 65 (연동, (연동))",G001,권역응급의료센터,제주한라병원,064740-5000,064-740-5159,A2900001,A2900001,432,33.48994675,126.4850764
광주광역시 동구 필문대로 365 (서석동),G001,권역응급의료센터,조선대학교병원,18117474,062-220-3280,A1500001,A1500001,433,35.13854707,126.9268385
경기도 오산시 오산로 307 (오산동),G009,응급실운영신고기관,조은오산병원,1544-5355,031-373-8119,A2114449,A2114449,434,37.15432658,127.0682406
부산광역시 동구 범일로 119 (범일동),G007,지역응급의료기관,좋은문화병원,051-644-2002,051-630-0909,A1200026,A1200026,435,35.14072399,129.0590638
경기도 광명시 덕안로 110(일직동),G006,지역응급의료센터,중앙대학교광명병원,1811-7800,02-2222-1351,A2118788,A2118788,436,37.42459744,126.8859101
서울특별시 동작구 흑석로 102 (흑석동),G006,지역응급의료센터,중앙대학교병원,1800-1114,02-6299-1338,A1100003,A1100003,437,37.50707428,126.9607938
전라남도 진도군 진도읍 남문길 48,G007,지역응급의료기관,진도한국병원,061-544-2051,061-244-2310,A2600040,A2600040,438,34.48243254,126.2641243
전북특별자치도 진안군 진안읍 진무로 1145-0,G007,지역응급의료기관,진안군의료원,063-430-7000,063-430-7119,A2502031,A2502031,439,35.79518696,127.4320701
경상남도 진주시 진양호로 370 (신안동),G007,지역응급의료기관,진주복음병원,055-749-7110,055-749-7119,A2800037,A2800037,440,35.18537657,128.0693912
경상남도 진주시 진주대로 829 (주약동),G009,응급실운영신고기관,진주세란병원,055-760-7578,055-760-7575,A2800044,A2800044,441,35.17448762,128.0929506
"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",G009,응급실운영신고기관,차의과학대학교강남차병원,02-3468-3000,02-3468-3060,A1100057,A1100057,442,37.50680003,127.0346687
경상북도 구미시 신시로10길 12 (형곡동),G001,권역응급의료센터,차의과학대학교부속구미차병원,054-450-9700,054-450-9998,A2700007,A2700007,443,36.11452808,128.34054647885028
경기도 성남시 분당구 야탑로 59 (야탑동),G001,권역응급의료센터,차의과학대학교분당차병원,031-780-5000,031-780-5840,A2100030,A2100030,444,37.41011459,127.1250837
경기도 광주시 광주대로 45 (경안동),G006,지역응급의료센터,참조은병원,1600-9955,031-881-9119,A2100155,A2100155,445,37.41095383,127.2602238
"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",G006,지역응급의료센터,창원경상국립대학교병원,055-214-2000,055-214-1339,A2803505,A2803505,446,35.19921298,128.7078072
경상남도 창원시 의창구 창이대로 45 (명서동),G006,지역응급의료센터,창원파티마병원,055-270-1000,055-270-1119,A2800004,A2800004,447,35.23724183,128.6444853
경상남도 창원시 의창구 용동로57번길 8 (사림동),G006,지역응급의료센터,창원한마음병원,055-225-0000,055-225-0350,A2800007,A2800007,448,35.23797963,128.6990593
강원특별자치도 철원군 갈말읍 명성로 208-0,G007,지역응급의료기관,철원병원,033-452-5011,033-450-3300,A2201730,A2201730,449,38.15033057,127.3080277
광주광역시 광산구 첨단중앙로170번길 59 (쌍암동),G006,지역응급의료센터,첨단종합병원,062-601-8000,062-601-8119,A1500011,A1500011,450,35.22113374,126.8453021
경상북도 청송군 청송읍 의료원길 19,G007,지역응급의료기관,청송군보건의료원,054-870-7100,054-870-7119,E2700554,E2700554,451,36.43104059,129.0526609
충청남도 청양군 청양읍 칠갑산로7길 54,G007,지역응급의료기관,청양군보건의료원,041-942-3401,041-940-4951,E2400032,E2400032,452,36.45529646,126.8045584
충청북도 청주시 청원구 주성로 173-19 (주중동),G006,지역응급의료센터,청주성모병원,043-219-8000,043-219-8119,A2300008,A2300008,453,36.67380133,127.4854696
"충청북도 청주시 흥덕구 비하로 65, 현대병원 (비하동)",G009,응급실운영신고기관,청주현대병원,043-237-2114,043-237-1119,A2300019,A2300019,454,36.63298741,127.42463434124867
"서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)",G009,응급실운영신고기관,최원호병원,02-1588-3797,02-3156-8119,A1117070,A1117070,455,37.60476959,126.9238558
경기도 의정부시 평화로 650 (의정부동),G007,지역응급의료기관,추병원,031-845-7777,031-845-8313,A2100150,A2100150,456,37.74996009,127.0450971
"대전광역시 중구 문화로 282 (대사동, 충남대학교병원)",G001,권역응급의료센터,충남대학교병원,1599-7123,042-280-8129,A1600001,A1600001,457,36.31696055,127.4154613
"충청북도 청주시 서원구 1순환로 776-0 (개신동,충북대학교병원)",G001,권역응급의료센터,충북대학교병원,043-269-6114,043-269-6114,A2300001,A2300001,458,36.62416682,127.4614361
"충청북도 충주시 국원대로 99-0, 0동 (교현동,미래병원)",G009,응급실운영신고기관,충주미래병원,043-852-9119,,A2302306,A2302306,459,36.98042848,127.9279257
충청남도 공주시 무령로 77 (웅진동),G007,지역응급의료기관,충청남도공주의료원,041-962-1111,041-962-1365,A2400010,A2400010,460,36.45905456,127.1092156
충청남도 서산시 중앙로 149 (석림동),G006,지역응급의료센터,충청남도서산의료원,041-689-7000,041-689-7119,A2400006,A2400006,461,36.77556878,126.46515725738562
충청남도 천안시 동남구 충절로 537 (삼룡동),G007,지역응급의료기관,충청남도천안의료원,041-570-7200,041-570-7119,A2400005,A2400005,462,36.77535992,127.1799203
충청남도 홍성군 홍성읍 조양로 224,G006,지역응급의료센터,충청남도홍성의료원,041-630-6251,041-630-6119,A2400007,A2400007,463,36.59933992,126.6744067
"충청북도 청주시 서원구 흥덕로 48-0 (사직동,청주의료원)",G007,지역응급의료기관,충청북도 청주의료원,043-279-2300,043-279-0119,A2300006,A2300006,464,36.64013897,127.4730876
충청북도 충주시 안림로 239-50 (안림동),G007,지역응급의료기관,충청북도충주의료원,043-871-0114,043-871-0119,A2300004,A2300004,465,36.97956732,127.9703586
"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",G006,지역응급의료센터,칠곡경북대학교병원,053-200-2000,053-200-2100,A1300010,A1300010,466,35.95608306,128.5644085
부산광역시 사하구 낙동남로 1401 (하단동),G009,응급실운영신고기관,큐병원,051-207-4343,051-207-4044,A1200089,A1200089,467,35.10658381,128.9648922
충청남도 태안군 태안읍 서해로 1952-16,G007,지역응급의료기관,태안군보건의료원,041-671-5300,041-671-5319,E2400033,E2400033,468,36.75191402,126.3232074
경상남도 창녕군 창녕읍 교리1길 2,G007,지역응급의료기관,태황의료재단한성병원,0555305000,055-530-5119,A2800062,A2800062,469,35.54215228,128.4934147
